idx,lp,name,token_adr,pool_adr,tvl,borrow,utilization
33,0x77f6199A44Ac3f83Db953bd30896F22bE0d72551,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x00Fb23C7169E0378a63D9cFE50Ef40f944653c69,37273,5285,14.18
33,0x77f6199A44Ac3f83Db953bd30896F22bE0d72551,SUSHI,0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,0xcd0aF9E83216255C3A4e48E9fC36F64d92BBfC72,47338,3626,7.66
34,0xec5DD1fAD6C4cBd57eF57A8B90BEE37C3aA674F2,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x9cDED654472788a143C2285A6b2a580392510688,57028,41325,72.46
34,0xec5DD1fAD6C4cBd57eF57A8B90BEE37C3aA674F2,YFI,0x29b0Da86e484E1C0029B56e817912d778aC0EC69,0x0a41a6e2597a67F43069Be63f312af6dbbBdA037,138849,39408,28.38
35,0x1157d21ee6b01f51596DF537E92f07634d826864,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x0c60dbD5b78d1488F9f71163E598d90f8EDE55E7,11712,5743,49.04
35,0x1157d21ee6b01f51596DF537E92f07634d826864,WOOFY,0xD0660cD418a64a1d44E9214ad8e459324D8157f1,0xcB7C335d19D48571884840bAb53897ce99b7AE83,61718,5400,8.75
36,0x45C0A8acE2d71E08C7E56850766E7fE8da584039,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x37F6Cf24bA9E781344Ae4aC8923d9A0A3910bc64,333379,161633,48.48
36,0x45C0A8acE2d71E08C7E56850766E7fE8da584039,SUSHI,0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,0x41392cF20F12DdAdcc8A0ad2040cb6b376678e38,170904,110747,64.80
37,0xe9f0146Be89AA82A4827425240e755Be01b78C82,BTC,0x321162Cd933E2Be498Cd2267a90534A804051b11,0x967A31b5ad8D194cef342397658b1F8A7e40bCAa,4544360,2973590,65.43
37,0xe9f0146Be89AA82A4827425240e755Be01b78C82,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0x9430cfD7cae4182B87fF8b21554cEB813F50dA38,5085129,2808178,55.22
38,0x0E5736c76229E8Bd4BCBC355A216d79dE9Caa844,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xb2aAE88836B08A0DF09625A74a6D830561c4C904,199218,63303,31.78
38,0x0E5736c76229E8Bd4BCBC355A216d79dE9Caa844,SPELL,0x468003B688943977e6130F4F68F23aad939a1040,0x702E6Ca4972496572c407eFCF841a1496b1Cfc04,51546,53837,104.44
39,0x0cda2b4Cd087461010dAdfA6718c680CfDAFaadA,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0xc6caf3e4Ab97f37Ae78cFE6A3CC84bd75400cee9,22266,15777,70.86
39,0x0cda2b4Cd087461010dAdfA6718c680CfDAFaadA,wMEMO,0xDDc0385169797937066bBd8EF409b5B3c0dFEB52,0xF062999692a9934C5832aa627c58FD9f6dB4d998,12975,11993,92.43
40,0x0360e5A5195Cfa681262a7612e655A81dd08B1A9,SPELL,0x468003B688943977e6130F4F68F23aad939a1040,0x6E7Dbf4C14F28db91a8C468031B7ce6a7eEc675E,54959,47150,85.79
40,0x0360e5A5195Cfa681262a7612e655A81dd08B1A9,sSPELL,0xbB29D2A58d880Af8AA5859e30470134dEAf84F2B,0x5aD2aaB6FC1D5064690076E84e73763169a65Cf7,51245,47249,92.20
41,0x197244B7212a309A26d8F4ED21F6Aa7a8634bE00,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xcA578d5753dc419cfa14e7711208003043B6E5b6,69529,32763,47.12
41,0x197244B7212a309A26d8F4ED21F6Aa7a8634bE00,ANY,0xdDcb3fFD12750B45d32E084887fdf1aABAb34239,0x8CD512aF981c66BEe0C3997807cBFda281553dD8,58023,38575,66.48
42,0x0F1e427036478968CB707Cb903BaB75af0f075FF,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x114Fb353ad085D1A4044f41988D0c212b859FBe2,214225,103824,48.46
42,0x0F1e427036478968CB707Cb903BaB75af0f075FF,ANY,0xdDcb3fFD12750B45d32E084887fdf1aABAb34239,0x873E78C836f94B04A50014ce616B6Ce319A1912A,177267,115376,65.09
43,0xaaAfC7d4fC6D9b6B216D4DC5a87F1236c958aC7f,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xD8339e66Eeb1762E699b3f0eF694269658e2421f,516993,320272,61.95
43,0xaaAfC7d4fC6D9b6B216D4DC5a87F1236c958aC7f,miMATIC,0xfB98B335551a418cD0737375a2ea0ded62Ea213b,0x03289938Cd5496E1Dc7a4285457f712Eb5E63A18,456116,321291,70.44
44,0x33AB4Fb570509Fb102Bc51433c3D78226C2c7440,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5A88f89fCc6827a1572D0EFA32b82C69700aA7a0,54915,27619,50.29
44,0x33AB4Fb570509Fb102Bc51433c3D78226C2c7440,JOE,0x9F47F313ACFd4bdC52F4373b493EaE7d5aC5b765,0xE5214C9F166245C3B5b01f711EF25Dcb23F0A893,34401,29871,86.83
45,0xc439220B52aBf7641348896950D5a69511c18243,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x3dA659961cFB2B3E7b167b6d0761d6Ecb5926422,13258529,4843631,36.53
45,0xc439220B52aBf7641348896950D5a69511c18243,TOMB,0x6c021Ae822BEa943b2E66552bDe1D2696a53fbB7,0xDbd846A0fc27e1F7749140f945fe7b28b9aC6A48,4384283,4076669,92.98
46,0x9Cf1fC04e64DF6691F40C00A187049B8320323bC,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7B501aA0Ffb85171c94366db113119cdfAF7b5F5,16129860,7437611,46.11
46,0x9Cf1fC04e64DF6691F40C00A187049B8320323bC,TSHARE,0x4cdF39285D7Ca8eB3f090fDA0C069ba5F4145B37,0xDb8B0449FE89cF8251c9029827fDA3f11Ed7150e,7573575,6666199,88.02
47,0x2f7b62Ec34019956061b06c7C14966dcAd425718,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x09961762eEE83644F0a36EB937246382f100Cd4e,139635,78352,56.11
47,0x2f7b62Ec34019956061b06c7C14966dcAd425718,SPIRIT,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,0xc5EB7dB755A870B91d18AdCbBf60549a294B4130,114291,71235,62.33
48,0x9550CD12e14C7675Ed0C8573fBBaAAf9b08a2fFB,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x93B2CD2f0e3D5a1F5F9955a84B8e1223bac614Aa,237600,134668,56.68
48,0x9550CD12e14C7675Ed0C8573fBBaAAf9b08a2fFB,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0x84097529a78121549A75e7b4136d7680aA50502A,260033,141538,54.43
49,0x2edc3b58646b5183cCFEA216e97FA4973817D74C,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x577bcCF20972fD13bF4749Df12a7616bE9c8B249,253208,149289,58.96
49,0x2edc3b58646b5183cCFEA216e97FA4973817D74C,BTC,0x321162Cd933E2Be498Cd2267a90534A804051b11,0x1a932bBAD60D390Dbdb7596E4FEd9C215830d9D1,300400,167311,55.70
50,0xBa4181D1B6574305a803aB7fd88c4a05073b0d69,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x44dE772E41E7ec1d20f47D0C293B5c895d973b51,366790,173516,47.31
50,0xBa4181D1B6574305a803aB7fd88c4a05073b0d69,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0xBc1d2c9426C7Ec8a0EFc825725608fB1e9bc3704,150405,98533,65.51
51,0x576628396526C8EF7dd84d3a8D4e50bB15db1c86,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x56d62514F2598fcfF97c64CAa236f9EaEB536f0F,190448,111090,58.33
51,0x576628396526C8EF7dd84d3a8D4e50bB15db1c86,miMATIC,0xfB98B335551a418cD0737375a2ea0ded62Ea213b,0xb5Dd3F64b8b00D81aa2110B681D72aE43c150c61,182095,125757,69.06
52,0x76615a1a91f425A96E73d1d2a178e01F74026A48,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x48b931FbcDdCCfAb67fE718Fe567B1F67f49cCf2,61404,34955,56.93
52,0x76615a1a91f425A96E73d1d2a178e01F74026A48,ICE,0xf16e81dce15B08F326220742020379B855B87DF9,0x2536DCb0dbd745CC9c8ca3BbD7825448b0E4e1E8,78079,33200,42.52
53,0xdE2c8022982ACBa527080bB863384B8f9bCd9117,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xb91e78E239ddF33DE24e32424DecfFa036E770e4,598402,369782,61.79
53,0xdE2c8022982ACBa527080bB863384B8f9bCd9117,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7078183318adB7088F97d5884F35b1321A34224b,758803,387269,51.04
54,0x5790c009A59DAA9b5b859803188A8d1877cA56cC,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x1891069c9cA5CeBCa29bA34D626a4aA766E9370F,101761,72467,71.21
54,0x5790c009A59DAA9b5b859803188A8d1877cA56cC,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x2E5D02fb402670d76c3f31Fb23E8f396E73d5252,120385,70181,58.30
55,0xB779EA18B24abF78AE8C1689D9B9c02eb1A2a15d,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x2d8C65844018E0B46f58CE8C70e01F1F21a8EAC5,88758,54635,61.56
55,0xB779EA18B24abF78AE8C1689D9B9c02eb1A2a15d,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0xC0C9316D611dd939033Aa3F1e3E9d79B2a8bf58d,97191,66132,68.04
56,0x6a0C5792e58E4aF845f273D4f6dd52c0987e11CF,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xDA6225b507c9F43314396e9D27e4CB3C1f5BE106,47482,32062,67.52
56,0x6a0C5792e58E4aF845f273D4f6dd52c0987e11CF,SPELL,0x468003B688943977e6130F4F68F23aad939a1040,0xF83d6BB90C85A0Ed42c64F78fc89612756a5FEf6,32391,30969,95.61
57,0xacF6F1f1E92109BAf25Ee220C4DdC6464741704E,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x96E33D1eCf87D27A4aEE5331f452F0213914eBdc,54913,39577,72.07
57,0xacF6F1f1E92109BAf25Ee220C4DdC6464741704E,YFI,0x29b0Da86e484E1C0029B56e817912d778aC0EC69,0xbb085B957Ba2f0250a2c7A89e5dEAEbF0974bf5b,51117,41224,80.65
58,0x0CbAbBbb050088FCc7162b5D4FA962c74C8Fc24e,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xCDdc0d347ca41b88742489ef778354B35c5139f5,50280,26983,53.67
58,0x0CbAbBbb050088FCc7162b5D4FA962c74C8Fc24e,SUSHI,0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,0xFEC280602E428Db567903174BECb66Ac703a8585,37130,28540,76.86
59,0x6332c721c1420e2376A5236ae94BC05A62f0babc,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5B31487DAD21d780d62d87D5568961c59F47948b,182657,94861,51.93
59,0x6332c721c1420e2376A5236ae94BC05A62f0babc,LINK,0xb3654dc3D10Ea7645f8319668E8F54d2574FBdC8,0x8d137DE87a92C613405aca40cEbFCD7b8Afd5Eff,155222,96647,62.26
60,0xC0662300C35226a284D65cA3616f9555586D475F,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,0x29D68861fD8CDB9F6C64b3B3384A12B1D1E80e09,103971,58316,56.09
60,0xC0662300C35226a284D65cA3616f9555586D475F,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xAd760CD61f06C44B3c10dC067ded0d6621a68526,146750,64850,44.19
61,0xc7186B46C0A6E9930950FD113336fb45972Dcd91,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x21f5007180057A354DfF1713aA7E3CCB8B6144A8,2961274,909033,30.70
61,0xc7186B46C0A6E9930950FD113336fb45972Dcd91,TAROT,0xC5e2B037D30a390e62180970B3aa4E91868764cD,0xda803d259204a2189A4e7448b1874E0f68B52206,4412508,887675,20.12
62,0x92518ebe1EcC052815d1dda817396Dd762eb1e64,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0x31D9CaC933C928F8647288B25FC84e8D2F29af67,239839,153935,64.18
62,0x92518ebe1EcC052815d1dda817396Dd762eb1e64,wMEMO,0xDDc0385169797937066bBd8EF409b5B3c0dFEB52,0x931708E4971a1690c8f7dAB764405dD6811f61A5,49621,45941,92.58
63,0xCA7743efB8A9C9986fB88d9F47Aa6072d8fAF3da,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xD8C8dAB764a03E1df3162B560402498A4d4361C4,484711,214826,44.32
63,0xCA7743efB8A9C9986fB88d9F47Aa6072d8fAF3da,OXD,0xc165d941481e68696f43EE6E99BFB2B23E0E3114,0xeb3723D9f817368fa7BFCDbFE2D9D2870dBc1259,89216,92247,103.40
